epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,745.887,1.49766,0.74241,0.00888,0.93798,0.89198,0.94655,0.49973,1.6658,0.78399,0.01447,0.0018119,0.0018119,0.0018119
21,786.003,1.55864,0.87452,0.0094,0.95591,0.90586,0.95515,0.57494,1.45413,0.6935,0.0123,0.001802,0.001802,0.001802
22,826.184,1.54431,0.85686,0.00862,0.91417,0.85494,0.93644,0.4966,1.54274,0.74594,0.01209,0.0017921,0.0017921,0.0017921
23,869.045,1.53329,0.81338,0.00859,0.91765,0.85957,0.90886,0.55217,1.41435,0.70392,0.01135,0.0017822,0.0017822,0.0017822
24,910.288,1.52216,0.79687,0.00831,0.95015,0.89506,0.96015,0.52636,1.4861,0.67844,0.01138,0.0017723,0.0017723,0.0017723
25,950,1.43451,0.75675,0.00784,0.94713,0.91238,0.96729,0.57409,1.48686,0.5782,0.01303,0.0017624,0.0017624,0.0017624
26,990.261,1.44288,0.7507,0.00846,0.95512,0.91962,0.97183,0.62257,1.28297,0.58217,0.01019,0.0017525,0.0017525,0.0017525
27,1030.46,1.44323,0.74539,0.00843,0.94864,0.91215,0.97248,0.60326,1.37804,0.58297,0.01128,0.0017426,0.0017426,0.0017426
28,1071.33,1.47583,0.77572,0.00912,0.94405,0.91204,0.96783,0.48629,1.68314,0.69604,0.01417,0.0017327,0.0017327,0.0017327
29,1113.09,1.52189,0.76487,0.0088,0.92827,0.91866,0.96927,0.53013,1.53996,0.6195,0.01284,0.0017228,0.0017228,0.0017228
30,1150.92,1.51344,0.769,0.00863,0.9636,0.89885,0.97347,0.63421,1.27188,0.52065,0.00976,0.0017129,0.0017129,0.0017129
31,1182.61,1.45752,0.69885,0.00805,0.96833,0.9321,0.97731,0.61416,1.29673,0.48759,0.01027,0.001703,0.001703,0.001703
32,1213.44,1.45914,0.72148,0.00903,0.97968,0.93827,0.97934,0.62804,1.37678,0.46488,0.01316,0.0016931,0.0016931,0.0016931
33,1246.13,1.49112,0.7394,0.00881,0.93496,0.9539,0.97319,0.60524,1.39205,0.53195,0.01185,0.0016832,0.0016832,0.0016832
34,1282.1,1.44114,0.74702,0.00882,0.9383,0.9387,0.97214,0.55347,1.47445,0.58911,0.012,0.0016733,0.0016733,0.0016733
35,1317.52,1.42435,0.69882,0.00866,0.95749,0.93848,0.97486,0.5505,1.54865,0.58045,0.01316,0.0016634,0.0016634,0.0016634
36,1350.58,1.41492,0.6772,0.00782,0.96232,0.94587,0.98107,0.63776,1.30658,0.49338,0.01127,0.0016535,0.0016535,0.0016535
37,1383.49,1.38628,0.67393,0.00785,0.96808,0.9321,0.9795,0.57568,1.49559,0.66828,0.01303,0.0016436,0.0016436,0.0016436
38,1415.82,1.38962,0.66106,0.00756,0.95608,0.90693,0.96367,0.59802,1.38584,0.60082,0.0116,0.0016337,0.0016337,0.0016337
39,1448.52,1.48628,0.68257,0.00817,0.91483,0.58642,0.68088,0.42362,1.75997,1.56325,0.0148,0.0016238,0.0016238,0.0016238
40,1480.1,1.42217,0.68218,0.00856,0.94466,0.93364,0.97325,0.59207,1.41653,0.53512,0.01187,0.0016139,0.0016139,0.0016139
41,1512.59,1.36829,0.64393,0.00788,0.95717,0.94907,0.97707,0.60782,1.32034,0.47436,0.01077,0.001604,0.001604,0.001604
42,1544.43,1.43386,0.63453,0.00802,0.96974,0.93959,0.9803,0.63217,1.29482,0.48774,0.01061,0.0015941,0.0015941,0.0015941
43,1577.12,1.39742,0.63963,0.00783,0.9836,0.92544,0.97957,0.60708,1.33682,0.50188,0.01142,0.0015842,0.0015842,0.0015842
44,1609.21,1.3298,0.65693,0.00767,0.97449,0.9433,0.98026,0.65202,1.2793,0.47448,0.01138,0.0015743,0.0015743,0.0015743
45,1640.84,1.37163,0.66872,0.0077,0.95455,0.93982,0.97708,0.65544,1.25714,0.48623,0.01099,0.0015644,0.0015644,0.0015644
46,1672.72,1.29723,0.63721,0.0074,0.98373,0.9429,0.97874,0.67127,1.13786,0.45536,0.00938,0.0015545,0.0015545,0.0015545
47,1705.34,1.29221,0.63514,0.00789,0.91365,0.7716,0.8745,0.58991,1.31261,1.10695,0.01202,0.0015446,0.0015446,0.0015446
48,1737.75,1.34238,0.61695,0.00827,0.96575,0.94907,0.98032,0.66755,1.30062,0.57064,0.01281,0.0015347,0.0015347,0.0015347
49,1769.98,1.35701,0.6318,0.00785,0.96348,0.93628,0.97236,0.64494,1.31133,0.61777,0.01199,0.0015248,0.0015248,0.0015248
50,1802.54,1.2814,0.61018,0.00745,0.97504,0.90416,0.96663,0.60053,1.35488,0.55896,0.01189,0.0015149,0.0015149,0.0015149
51,1835.03,1.30702,0.64808,0.00799,0.95464,0.9418,0.98083,0.65417,1.26557,0.46611,0.01053,0.001505,0.001505,0.001505
52,1868.87,1.30604,0.61736,0.00716,0.96683,0.94444,0.98022,0.62446,1.40635,0.49786,0.0131,0.0014951,0.0014951,0.0014951
53,1901.88,1.3069,0.60828,0.00764,0.9581,0.96142,0.97999,0.6603,1.20304,0.42382,0.00988,0.0014852,0.0014852,0.0014852
54,1933.69,1.33894,0.62348,0.00772,0.98158,0.93364,0.98382,0.69186,1.06841,0.39924,0.00844,0.0014753,0.0014753,0.0014753
55,1966.96,1.30957,0.61641,0.00764,0.97056,0.95216,0.97853,0.65653,1.24993,0.50915,0.01183,0.0014654,0.0014654,0.0014654
56,1999.32,1.32729,0.60955,0.00755,0.96275,0.94444,0.98717,0.66553,1.18747,0.4814,0.00931,0.0014555,0.0014555,0.0014555
57,2031.73,1.27112,0.61637,0.00725,0.96052,0.95833,0.97879,0.66495,1.19288,0.48566,0.00965,0.0014456,0.0014456,0.0014456
58,2064.09,1.22762,0.58196,0.0069,0.97643,0.95525,0.98145,0.67476,1.14699,0.44757,0.00979,0.0014357,0.0014357,0.0014357
59,2097.99,1.22115,0.55617,0.00661,0.98701,0.93785,0.98422,0.69472,1.10934,0.40534,0.00914,0.0014258,0.0014258,0.0014258
60,2132.39,1.23993,0.53737,0.00711,0.95621,0.9213,0.96966,0.68396,1.13924,0.45228,0.00933,0.0014159,0.0014159,0.0014159
61,2167.33,1.23154,0.57933,0.00682,0.97164,0.95159,0.97957,0.67685,1.16229,0.43577,0.01015,0.001406,0.001406,0.001406
62,2202.01,1.25671,0.5868,0.00726,0.97183,0.94907,0.98289,0.65407,1.25062,0.43586,0.01065,0.0013961,0.0013961,0.0013961
63,2235.56,1.20632,0.55788,0.00683,0.97077,0.93981,0.9812,0.69844,1.11568,0.43893,0.00915,0.0013862,0.0013862,0.0013862
64,2269.48,1.22146,0.56173,0.00696,0.96364,0.93673,0.97999,0.65699,1.19774,0.46936,0.01003,0.0013763,0.0013763,0.0013763
65,2303.3,1.23355,0.54599,0.00683,0.963,0.96451,0.98122,0.67216,1.20697,0.43975,0.01116,0.0013664,0.0013664,0.0013664
66,2337.63,1.23828,0.5858,0.00702,0.9839,0.94444,0.97824,0.6841,1.12216,0.46572,0.00925,0.0013565,0.0013565,0.0013565
67,2371.63,1.17887,0.54673,0.00684,0.97979,0.96451,0.9836,0.70691,1.05192,0.37599,0.00843,0.0013466,0.0013466,0.0013466
68,2407.37,1.24733,0.56504,0.00681,0.9747,0.95116,0.98223,0.68708,1.12274,0.39526,0.00921,0.0013367,0.0013367,0.0013367
69,2449.37,1.23567,0.57265,0.00702,0.98569,0.95676,0.98214,0.69162,1.10985,0.38563,0.00877,0.0013268,0.0013268,0.0013268
70,2494.78,1.1995,0.52851,0.00695,0.97871,0.96296,0.98607,0.71174,1.08488,0.36966,0.0088,0.0013169,0.0013169,0.0013169
71,2538.98,1.1696,0.53086,0.00705,0.98488,0.95679,0.98528,0.72388,1.08051,0.3604,0.00877,0.001307,0.001307,0.001307
72,2582.82,1.18118,0.52765,0.00683,0.98223,0.9537,0.98361,0.71247,1.06995,0.38775,0.0085,0.0012971,0.0012971,0.0012971
73,2624.45,1.22617,0.55908,0.0069,0.96883,0.95948,0.98264,0.70777,1.01604,0.42105,0.00802,0.0012872,0.0012872,0.0012872
74,2666.63,1.18955,0.53977,0.00675,0.97849,0.96296,0.98746,0.72444,1.06261,0.35426,0.00838,0.0012773,0.0012773,0.0012773
75,2707.78,1.11896,0.47536,0.00663,0.98082,0.96296,0.9831,0.72511,1.01213,0.43029,0.00819,0.0012674,0.0012674,0.0012674
76,2751.3,1.14859,0.5058,0.00662,0.98649,0.95525,0.98359,0.71066,1.04464,0.36402,0.00897,0.0012575,0.0012575,0.0012575
77,2793.33,1.15364,0.54351,0.00684,0.9746,0.94734,0.98174,0.69933,1.03954,0.50866,0.0085,0.0012476,0.0012476,0.0012476
78,2836.86,1.15262,0.53759,0.0065,0.9718,0.95715,0.98305,0.70091,1.07278,0.38705,0.00836,0.0012377,0.0012377,0.0012377
79,2880.99,1.17096,0.52654,0.00626,0.97256,0.97068,0.98185,0.71366,1.01623,0.41385,0.00813,0.0012278,0.0012278,0.0012278
80,2924.17,1.17594,0.5309,0.00682,0.97639,0.95731,0.98358,0.70177,1.08039,0.37503,0.00845,0.0012179,0.0012179,0.0012179
81,2968.63,1.15337,0.52608,0.00644,0.9796,0.96337,0.98783,0.69786,1.16251,0.36714,0.01086,0.001208,0.001208,0.001208
82,3010.63,1.13975,0.47361,0.00607,0.9766,0.96617,0.98461,0.71323,1.07363,0.34946,0.00822,0.0011981,0.0011981,0.0011981
83,3051.96,1.15285,0.51065,0.00654,0.96609,0.97531,0.98462,0.71573,1.0414,0.34385,0.00858,0.0011882,0.0011882,0.0011882
84,3096.34,1.18945,0.53616,0.00683,0.98121,0.9671,0.98452,0.72815,1.00762,0.35955,0.00854,0.0011783,0.0011783,0.0011783
85,3140.56,1.16646,0.52084,0.00668,0.98401,0.9499,0.98321,0.73671,0.9909,0.35666,0.00793,0.0011684,0.0011684,0.0011684
86,3184.94,1.07515,0.46864,0.00618,0.98776,0.95679,0.98453,0.7172,1.01174,0.34962,0.00873,0.0011585,0.0011585,0.0011585
87,3229.68,1.07247,0.44347,0.00591,0.97978,0.97199,0.98456,0.73279,0.97915,0.3312,0.00798,0.0011486,0.0011486,0.0011486
88,3274.87,1.07169,0.46033,0.00563,0.98915,0.96759,0.98518,0.72351,1.02023,0.32426,0.00829,0.0011387,0.0011387,0.0011387
89,3318.93,1.09515,0.47811,0.00612,0.98418,0.96019,0.98981,0.73816,1.00719,0.32697,0.00899,0.0011288,0.0011288,0.0011288
90,3364.1,1.13425,0.49783,0.00652,0.98732,0.97531,0.99127,0.75741,0.95867,0.31169,0.00793,0.0011189,0.0011189,0.0011189
91,3408.66,1.07634,0.46178,0.00598,0.97833,0.97539,0.98917,0.73561,0.9714,0.32528,0.0078,0.001109,0.001109,0.001109
92,3452.35,1.14447,0.5035,0.00659,0.99058,0.97406,0.98695,0.73224,0.99338,0.34928,0.00808,0.0010991,0.0010991,0.0010991
93,3495.26,1.12138,0.50236,0.00579,0.98735,0.96334,0.98551,0.72522,1.0342,0.34072,0.00819,0.0010892,0.0010892,0.0010892
94,3539.5,1.08358,0.46668,0.00587,0.96911,0.96829,0.9863,0.71469,1.11806,0.34399,0.01045,0.0010793,0.0010793,0.0010793
95,3584.14,1.06804,0.45414,0.0057,0.97813,0.96624,0.98967,0.74915,0.97938,0.34341,0.00825,0.0010694,0.0010694,0.0010694
96,3627.15,1.09734,0.4763,0.00617,0.99137,0.95679,0.98985,0.72883,0.99209,0.33214,0.00829,0.0010595,0.0010595,0.0010595
97,3668.98,1.08975,0.48111,0.00648,0.97191,0.97685,0.9869,0.73384,0.97022,0.32628,0.00729,0.0010496,0.0010496,0.0010496
98,3710.4,1.10651,0.4846,0.00671,0.99677,0.95281,0.99076,0.75356,0.99942,0.35233,0.0089,0.0010397,0.0010397,0.0010397
99,3754.54,1.07962,0.48478,0.00632,0.98823,0.97377,0.98519,0.74215,0.93532,0.33669,0.00746,0.0010298,0.0010298,0.0010298
100,3798.75,1.05725,0.45747,0.00619,0.99369,0.97219,0.9859,0.75821,0.94204,0.32371,0.00765,0.0010199,0.0010199,0.0010199
101,3842.55,1.04073,0.44582,0.00567,0.98877,0.96605,0.98558,0.74083,0.96391,0.34598,0.00853,0.00101,0.00101,0.00101
102,3883.49,1.03567,0.43008,0.00555,0.9914,0.95988,0.98617,0.72253,1.01187,0.36556,0.00761,0.0010001,0.0010001,0.0010001
103,3925.36,1.04546,0.45367,0.00597,0.97736,0.97377,0.98526,0.76152,0.90363,0.3214,0.00758,0.0009902,0.0009902,0.0009902
104,3968.64,1.03381,0.44232,0.00564,0.97935,0.97377,0.98655,0.75327,0.95233,0.3171,0.00772,0.0009803,0.0009803,0.0009803
105,4009.65,1.05411,0.44687,0.00602,0.99051,0.96597,0.98681,0.71507,1.05068,0.33212,0.00799,0.0009704,0.0009704,0.0009704
106,4054.08,1.03489,0.45909,0.00605,0.98586,0.96868,0.98715,0.75249,0.95884,0.3103,0.00753,0.0009605,0.0009605,0.0009605
107,4091.02,1.06562,0.46091,0.00597,0.97648,0.96116,0.98422,0.76237,0.92012,0.34387,0.00764,0.0009506,0.0009506,0.0009506
108,4145.19,1.08887,0.45505,0.00588,0.98127,0.97015,0.98399,0.72363,1.00327,0.33617,0.00797,0.0009407,0.0009407,0.0009407
109,4177.3,1.03229,0.43076,0.00584,0.98423,0.96298,0.98425,0.75167,0.96307,0.34053,0.00825,0.0009308,0.0009308,0.0009308
110,4208.18,0.9915,0.40983,0.00556,0.99071,0.96296,0.98521,0.7571,0.88444,0.31086,0.007,0.0009209,0.0009209,0.0009209
111,4239.71,1.03953,0.41613,0.00581,0.97554,0.96451,0.98679,0.77704,0.88701,0.30128,0.00722,0.000911,0.000911,0.000911
112,4272.09,1.0036,0.4264,0.00538,0.98258,0.95988,0.98666,0.78831,0.86656,0.29403,0.00731,0.0009011,0.0009011,0.0009011
113,4304,1.01349,0.43555,0.00557,0.98023,0.97068,0.98538,0.74754,0.9149,0.34305,0.00713,0.0008912,0.0008912,0.0008912
114,4335.94,0.97438,0.40823,0.00515,0.98896,0.96784,0.98684,0.73403,0.9973,0.33001,0.00788,0.0008813,0.0008813,0.0008813
115,4368.15,0.97074,0.42337,0.00527,0.98882,0.95679,0.98554,0.75935,0.86522,0.31916,0.00684,0.0008714,0.0008714,0.0008714
116,4400.05,0.97573,0.42396,0.00535,0.98737,0.96486,0.98622,0.76692,0.91098,0.32005,0.00716,0.0008615,0.0008615,0.0008615
117,4433.24,0.96451,0.4071,0.00516,0.98484,0.95988,0.98322,0.77068,0.93044,0.37934,0.00815,0.0008516,0.0008516,0.0008516
118,4465.97,1.00977,0.45344,0.00574,0.98439,0.97337,0.98511,0.78628,0.84982,0.30473,0.00691,0.0008417,0.0008417,0.0008417
119,4497.4,1.01808,0.43227,0.00551,0.99839,0.95975,0.98711,0.78454,0.86846,0.29368,0.00702,0.0008318,0.0008318,0.0008318
120,4528.49,1.00827,0.41553,0.00568,0.97096,0.98024,0.98585,0.75976,0.87823,0.2908,0.00706,0.0008219,0.0008219,0.0008219
121,4559.09,0.96009,0.41029,0.00518,0.98904,0.97466,0.99005,0.78267,0.88303,0.28189,0.00709,0.000812,0.000812,0.000812
122,4589.65,0.9968,0.43645,0.00536,1,0.9684,0.98756,0.78354,0.86925,0.29421,0.00677,0.0008021,0.0008021,0.0008021
123,4620.01,0.95856,0.40817,0.00531,0.9874,0.9676,0.98685,0.76152,0.92542,0.3501,0.00789,0.0007922,0.0007922,0.0007922
124,4650.68,0.97465,0.40889,0.0053,0.97586,0.9784,0.98635,0.77141,0.88519,0.30235,0.00698,0.0007823,0.0007823,0.0007823
125,4680.79,0.94839,0.40835,0.0049,0.99701,0.96142,0.98672,0.77,0.84099,0.34311,0.00654,0.0007724,0.0007724,0.0007724
126,4711.57,0.98003,0.43888,0.00557,0.9785,0.96914,0.98676,0.76294,0.94909,0.31468,0.00803,0.0007625,0.0007625,0.0007625
127,4741.85,0.98707,0.40684,0.0051,0.98752,0.97672,0.98835,0.77453,0.91036,0.29222,0.00697,0.0007526,0.0007526,0.0007526
128,4772.7,0.92053,0.39941,0.00511,0.98662,0.96914,0.98927,0.7849,0.84046,0.30176,0.00659,0.0007427,0.0007427,0.0007427
129,4803.2,0.95084,0.40284,0.00529,0.97683,0.97599,0.98725,0.78675,0.82087,0.29004,0.00658,0.0007328,0.0007328,0.0007328
130,4834.24,0.93227,0.38599,0.00501,0.99198,0.97685,0.98781,0.7911,0.83132,0.27763,0.0064,0.0007229,0.0007229,0.0007229
131,4865.17,0.91533,0.38259,0.00512,0.99047,0.97531,0.98839,0.77153,0.83775,0.28688,0.00639,0.000713,0.000713,0.000713
132,4895.94,0.92241,0.41839,0.0053,0.9799,0.97802,0.9882,0.79417,0.84016,0.28914,0.00673,0.0007031,0.0007031,0.0007031
133,4926.87,0.92567,0.39265,0.00516,0.98898,0.96954,0.98972,0.7878,0.83074,0.29167,0.00615,0.0006932,0.0006932,0.0006932
134,4959.02,0.93927,0.40735,0.00545,0.988,0.95988,0.9891,0.79025,0.87918,0.30191,0.00742,0.0006833,0.0006833,0.0006833
135,4990.48,0.91551,0.37923,0.00487,0.9859,0.97095,0.99118,0.80077,0.81622,0.28534,0.00635,0.0006734,0.0006734,0.0006734
136,5021.52,0.92804,0.39067,0.00524,0.99045,0.95988,0.99291,0.79743,0.83122,0.28716,0.00635,0.0006635,0.0006635,0.0006635
137,5053.12,0.93011,0.39323,0.00505,0.98729,0.96914,0.99241,0.80531,0.81678,0.26446,0.00676,0.0006536,0.0006536,0.0006536
138,5085.27,0.94092,0.39892,0.00554,0.98432,0.97531,0.99177,0.79682,0.8073,0.26579,0.00603,0.0006437,0.0006437,0.0006437
139,5117.05,0.91711,0.38584,0.00509,0.9798,0.97287,0.99223,0.80758,0.76657,0.26674,0.00594,0.0006338,0.0006338,0.0006338
140,5148.67,0.90698,0.39736,0.00495,0.98625,0.96451,0.99155,0.81365,0.78209,0.26845,0.00608,0.0006239,0.0006239,0.0006239
141,5180.67,0.88937,0.37001,0.00494,0.99139,0.97377,0.98907,0.8091,0.75172,0.24669,0.00572,0.000614,0.000614,0.000614
142,5213.33,0.88223,0.37709,0.00467,0.98523,0.97685,0.9936,0.8017,0.7893,0.25266,0.00603,0.0006041,0.0006041,0.0006041
143,5246.11,0.89555,0.38759,0.00486,0.98899,0.97077,0.9933,0.81022,0.76644,0.25195,0.00581,0.0005942,0.0005942,0.0005942
144,5278.89,0.90052,0.37869,0.00462,0.9826,0.97377,0.99109,0.81102,0.78567,0.2635,0.00608,0.0005843,0.0005843,0.0005843
145,5314.78,0.89856,0.37863,0.00468,0.98451,0.98064,0.99124,0.80053,0.79888,0.2587,0.00619,0.0005744,0.0005744,0.0005744
146,5350.62,0.90107,0.38882,0.00483,0.98245,0.97685,0.99159,0.80814,0.79968,0.29034,0.00632,0.0005645,0.0005645,0.0005645
147,5386.84,0.87217,0.36701,0.00483,0.9899,0.97994,0.99231,0.81536,0.82017,0.26058,0.00691,0.0005546,0.0005546,0.0005546
148,5421.84,0.87903,0.37422,0.00474,0.98903,0.97399,0.99228,0.79099,0.8004,0.26935,0.00604,0.0005447,0.0005447,0.0005447
149,5456.95,0.87188,0.35216,0.00453,0.98784,0.97994,0.98846,0.76682,0.86062,0.27573,0.00637,0.0005348,0.0005348,0.0005348
150,5494.07,0.94156,0.3878,0.005,0.99065,0.98117,0.99325,0.78646,0.79832,0.2543,0.00583,0.0005249,0.0005249,0.0005249
151,5536.51,0.90649,0.39551,0.00516,0.98888,0.98611,0.99021,0.7977,0.7626,0.2426,0.00572,0.000515,0.000515,0.000515
152,5581.56,0.85745,0.36694,0.00465,0.99082,0.9784,0.98786,0.79355,0.83201,0.2549,0.00641,0.0005051,0.0005051,0.0005051
153,5624.34,0.84956,0.35979,0.00446,0.9929,0.97531,0.98738,0.77478,0.86348,0.28175,0.0066,0.0004952,0.0004952,0.0004952
154,5665.74,0.84819,0.35525,0.00453,0.98849,0.97531,0.99331,0.81455,0.75658,0.24803,0.00602,0.0004853,0.0004853,0.0004853
155,5707.86,0.85258,0.368,0.0045,0.98756,0.97973,0.99335,0.81752,0.71949,0.23733,0.00545,0.0004754,0.0004754,0.0004754
156,5750.27,0.84634,0.36636,0.00482,0.98388,0.97377,0.9937,0.81861,0.75842,0.25218,0.00594,0.0004655,0.0004655,0.0004655
157,5793.25,0.84652,0.36298,0.00487,0.98304,0.98364,0.99409,0.8275,0.74572,0.23985,0.00603,0.0004556,0.0004556,0.0004556
158,5835.67,0.83216,0.34878,0.00463,0.98757,0.98098,0.99359,0.8286,0.71956,0.23297,0.00541,0.0004457,0.0004457,0.0004457
159,5877.76,0.83768,0.34839,0.00443,0.99244,0.97068,0.99156,0.82291,0.77242,0.24812,0.00635,0.0004358,0.0004358,0.0004358
160,5919.46,0.85163,0.35755,0.00471,0.99277,0.98148,0.99398,0.82349,0.7351,0.23162,0.00568,0.0004259,0.0004259,0.0004259
161,5962.11,0.82432,0.36076,0.0046,0.99158,0.97994,0.99358,0.81912,0.75149,0.23664,0.00599,0.000416,0.000416,0.000416
162,6006.75,0.8413,0.35395,0.00444,0.99216,0.97588,0.99315,0.81428,0.77702,0.2488,0.00611,0.0004061,0.0004061,0.0004061
163,6047.24,0.85391,0.36558,0.0049,0.98946,0.9784,0.99387,0.81764,0.70781,0.23649,0.00514,0.0003962,0.0003962,0.0003962
164,6090.33,0.86327,0.35754,0.00474,0.98447,0.97843,0.99372,0.81761,0.75374,0.24526,0.00577,0.0003863,0.0003863,0.0003863
165,6132.85,0.84527,0.35861,0.00494,0.98755,0.98457,0.99405,0.82603,0.7228,0.24143,0.00538,0.0003764,0.0003764,0.0003764
166,6175.6,0.84214,0.36034,0.00448,0.99063,0.9789,0.99394,0.81922,0.72182,0.23836,0.00541,0.0003665,0.0003665,0.0003665
167,6217.44,0.86581,0.38328,0.00487,0.98449,0.97926,0.99374,0.82731,0.70409,0.23234,0.00515,0.0003566,0.0003566,0.0003566
168,6258.51,0.81408,0.33482,0.00439,0.99222,0.9784,0.99381,0.83722,0.69655,0.22555,0.00537,0.0003467,0.0003467,0.0003467
169,6301.88,0.80715,0.32666,0.00421,0.97997,0.98153,0.99372,0.82989,0.7166,0.24694,0.00548,0.0003368,0.0003368,0.0003368
170,6344.63,0.808,0.34162,0.00456,0.98593,0.97311,0.99351,0.82922,0.6968,0.24691,0.00513,0.0003269,0.0003269,0.0003269
171,6387.03,0.78513,0.33186,0.00435,0.99341,0.9784,0.99339,0.83246,0.6946,0.23875,0.00524,0.000317,0.000317,0.000317
172,6432.74,0.82877,0.34991,0.00446,0.99492,0.98148,0.99423,0.81119,0.786,0.25077,0.00594,0.0003071,0.0003071,0.0003071
173,6475.88,0.81755,0.3385,0.00414,0.99012,0.97994,0.99418,0.84016,0.68109,0.23779,0.00507,0.0002972,0.0002972,0.0002972
174,6518.31,0.80475,0.34841,0.00453,0.99056,0.98148,0.99414,0.83135,0.703,0.23552,0.00525,0.0002873,0.0002873,0.0002873
175,6560.59,0.79932,0.35051,0.00452,0.98751,0.97627,0.9939,0.82634,0.72656,0.24824,0.00551,0.0002774,0.0002774,0.0002774
176,6605.02,0.7923,0.33666,0.00422,0.98909,0.97912,0.99384,0.8354,0.68953,0.2396,0.00517,0.0002675,0.0002675,0.0002675
177,6646.02,0.77852,0.3229,0.004,0.99508,0.98148,0.994,0.83693,0.71348,0.24038,0.00528,0.0002576,0.0002576,0.0002576
178,6687.02,0.77896,0.3277,0.00412,0.99607,0.97222,0.99397,0.83909,0.67243,0.22747,0.00495,0.0002477,0.0002477,0.0002477
179,6729.11,0.77074,0.31449,0.00415,0.99165,0.9784,0.99409,0.82792,0.71655,0.23237,0.00529,0.0002378,0.0002378,0.0002378
180,6771.21,0.80243,0.3445,0.00425,0.98724,0.98302,0.9941,0.83559,0.68519,0.23573,0.00498,0.0002279,0.0002279,0.0002279
181,6814.37,0.80296,0.35814,0.0045,0.99167,0.97685,0.99392,0.8274,0.71395,0.24173,0.00532,0.000218,0.000218,0.000218
182,6857.71,0.80876,0.34598,0.0043,0.98782,0.97994,0.99408,0.83347,0.68383,0.22643,0.00495,0.0002081,0.0002081,0.0002081
183,6900.45,0.7925,0.32383,0.00407,0.98937,0.97685,0.99403,0.82403,0.72443,0.24102,0.00541,0.0001982,0.0001982,0.0001982
184,6942.48,0.78578,0.33154,0.00436,0.98149,0.98183,0.99424,0.83959,0.66604,0.22842,0.00495,0.0001883,0.0001883,0.0001883
