epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,805.126,1.49495,0.74917,0.00867,0.94465,0.90123,0.9639,0.50727,1.69357,0.69773,0.01387,0.00155741,0.00155741,0.00155741
21,847.653,1.58801,0.821,0.00942,0.94927,0.8642,0.94365,0.5353,1.49866,0.82041,0.01306,0.00153412,0.00153412,0.00153412
22,880.75,1.49228,0.73743,0.00817,0.96917,0.85494,0.94971,0.55352,1.44789,0.73024,0.01134,0.00151082,0.00151082,0.00151082
23,911.743,1.48461,0.71021,0.00841,0.95062,0.92095,0.96549,0.59403,1.38527,0.55989,0.0117,0.00148753,0.00148753,0.00148753
24,941.707,1.49346,0.7112,0.00821,0.95424,0.89969,0.97099,0.57833,1.40262,0.60284,0.01135,0.00146424,0.00146424,0.00146424
25,971.754,1.42108,0.68479,0.00776,0.95905,0.92747,0.97404,0.59939,1.4262,0.58857,0.01248,0.00144094,0.00144094,0.00144094
26,1000.84,1.40103,0.64889,0.00814,0.9655,0.90706,0.97228,0.59479,1.39613,0.5435,0.01109,0.00141765,0.00141765,0.00141765
27,1029.8,1.40888,0.68106,0.00803,0.97441,0.9321,0.97381,0.6341,1.25467,0.54392,0.00991,0.00139435,0.00139435,0.00139435
28,1060.2,1.42931,0.71304,0.00878,0.96212,0.9429,0.97813,0.597,1.41257,0.52211,0.01173,0.00137106,0.00137106,0.00137106
29,1091.85,1.44982,0.71284,0.00818,0.96402,0.92438,0.96449,0.53333,1.54684,0.73597,0.01274,0.00134776,0.00134776,0.00134776
30,1123.18,1.52495,0.72184,0.00851,0.95084,0.92538,0.97728,0.5373,1.54795,0.57288,0.01246,0.00132447,0.00132447,0.00132447
31,1153.47,1.40129,0.65502,0.0077,0.94919,0.95141,0.9808,0.5811,1.42555,0.55033,0.01131,0.00130118,0.00130118,0.00130118
32,1183.05,1.38718,0.69005,0.00834,0.96793,0.91358,0.97415,0.58163,1.47119,0.55663,0.01282,0.00127788,0.00127788,0.00127788
33,1213.9,1.37146,0.68663,0.00803,0.95288,0.93827,0.97905,0.59965,1.3785,0.54546,0.01059,0.00125459,0.00125459,0.00125459
34,1244.01,1.39793,0.71761,0.00868,0.96698,0.92747,0.97622,0.55066,1.45812,0.53133,0.01104,0.00123129,0.00123129,0.00123129
35,1273.95,1.34871,0.64834,0.00798,0.9772,0.92585,0.97526,0.57096,1.45675,0.633,0.01148,0.001208,0.001208,0.001208
36,1305.12,1.31737,0.64569,0.00709,0.952,0.91817,0.97529,0.65976,1.18682,0.58044,0.00961,0.00118471,0.00118471,0.00118471
37,1335.72,1.27533,0.62402,0.00704,0.95021,0.9537,0.98132,0.6328,1.30658,0.55677,0.0108,0.00116141,0.00116141,0.00116141
38,1367.39,1.32595,0.61692,0.00722,0.97171,0.95679,0.98164,0.64684,1.21089,0.51503,0.01009,0.00113812,0.00113812,0.00113812
39,1401.63,1.42531,0.64124,0.00777,0.96518,0.94104,0.9731,0.66973,1.1261,0.54509,0.00886,0.00111482,0.00111482,0.00111482
40,1434.74,1.44143,0.67005,0.00849,0.95193,0.91678,0.97448,0.57069,1.41789,0.57815,0.01089,0.00109153,0.00109153,0.00109153
41,1467.27,1.32609,0.60089,0.00747,0.95632,0.946,0.97834,0.58474,1.42963,0.5376,0.01216,0.00106824,0.00106824,0.00106824
42,1500.48,1.29299,0.58665,0.00719,0.95065,0.9512,0.97958,0.67837,1.15113,0.4498,0.00943,0.00104494,0.00104494,0.00104494
43,1533.71,1.2828,0.57187,0.00701,0.97575,0.94444,0.98135,0.67028,1.17036,0.50397,0.00961,0.00102165,0.00102165,0.00102165
44,1566.17,1.28031,0.61681,0.00736,0.98733,0.93673,0.98657,0.70858,1.06856,0.38221,0.00891,0.000998353,0.000998353,0.000998353
45,1599.55,1.28124,0.56903,0.00717,0.9762,0.94948,0.98388,0.69418,1.13041,0.4214,0.00963,0.000975059,0.000975059,0.000975059
46,1632.96,1.23108,0.55018,0.00694,0.98245,0.95062,0.98571,0.70652,1.08009,0.41823,0.00902,0.000951765,0.000951765,0.000951765
47,1666.37,1.20815,0.54961,0.00717,0.98592,0.95216,0.98272,0.70286,1.06764,0.41882,0.00891,0.000928471,0.000928471,0.000928471
48,1700.56,1.21082,0.54383,0.00707,0.99039,0.95385,0.98916,0.68994,1.15583,0.38052,0.00962,0.000905176,0.000905176,0.000905176
49,1734.16,1.25435,0.56667,0.00702,0.98301,0.91975,0.98577,0.69673,1.10887,0.40975,0.00879,0.000881882,0.000881882,0.000881882
50,1767.4,1.18984,0.55135,0.00667,0.97778,0.96142,0.9907,0.69871,1.12363,0.38061,0.00905,0.000858588,0.000858588,0.000858588
51,1800.65,1.21186,0.58038,0.00715,0.98124,0.94136,0.98918,0.72363,1.02601,0.41983,0.00781,0.000835294,0.000835294,0.000835294
52,1845.31,1.1847,0.5222,0.00627,0.96316,0.96825,0.99028,0.69437,1.16501,0.3909,0.00944,0.000812,0.000812,0.000812
53,1889.51,1.15942,0.52355,0.00664,0.96914,0.96938,0.99036,0.71025,1.04656,0.36361,0.00821,0.000788706,0.000788706,0.000788706
54,1932.64,1.1764,0.51236,0.00665,0.97792,0.95701,0.99124,0.70956,1.05675,0.36454,0.0087,0.000765412,0.000765412,0.000765412
55,1974.14,1.22472,0.53829,0.00711,0.97334,0.96296,0.98703,0.68622,1.19907,0.41207,0.01104,0.000742118,0.000742118,0.000742118
56,2018.48,1.17923,0.51341,0.00668,0.95869,0.96707,0.98959,0.71929,1.05861,0.37787,0.00929,0.000718824,0.000718824,0.000718824
57,2060.86,1.1577,0.50435,0.00651,0.98621,0.94753,0.99103,0.71319,1.09469,0.39236,0.009,0.000695529,0.000695529,0.000695529
58,2102.9,1.13522,0.50511,0.00635,0.9648,0.97685,0.98539,0.72931,0.98003,0.34577,0.00734,0.000672235,0.000672235,0.000672235
59,2144.45,1.15329,0.49431,0.00611,0.96485,0.97442,0.98955,0.72428,1.01108,0.36214,0.00824,0.000648941,0.000648941,0.000648941
60,2185.02,1.11301,0.47379,0.00612,0.98724,0.95531,0.98989,0.68923,1.14032,0.39282,0.00945,0.000625647,0.000625647,0.000625647
61,2226.47,1.10714,0.49398,0.00603,0.98745,0.97165,0.99094,0.74278,1.00589,0.34022,0.00847,0.000602353,0.000602353,0.000602353
62,2272.74,1.09223,0.4944,0.00606,0.98962,0.96605,0.99317,0.74172,0.98854,0.31458,0.00838,0.000579059,0.000579059,0.000579059
63,2318.87,1.10178,0.48347,0.00598,0.98999,0.97068,0.98897,0.74496,0.98681,0.32185,0.00831,0.000555765,0.000555765,0.000555765
64,2368.36,1.07545,0.47848,0.00589,0.97961,0.96361,0.99131,0.76284,0.91395,0.31251,0.00752,0.000532471,0.000532471,0.000532471
65,2414.35,1.08941,0.4662,0.00571,0.97221,0.97162,0.99076,0.74175,0.98412,0.33145,0.00788,0.000509176,0.000509176,0.000509176
66,2457.72,1.09367,0.48208,0.00598,0.98912,0.97377,0.99271,0.74383,0.93046,0.29927,0.00711,0.000485882,0.000485882,0.000485882
67,2503.63,1.04088,0.44013,0.00589,0.98734,0.96309,0.99025,0.74136,1.01104,0.31689,0.00814,0.000462588,0.000462588,0.000462588
68,2546.74,1.04103,0.45815,0.00559,0.98375,0.96451,0.98498,0.75601,0.93763,0.32609,0.00738,0.000439294,0.000439294,0.000439294
69,2584.33,1.05286,0.48211,0.00591,0.98161,0.97531,0.9878,0.75038,0.9577,0.30856,0.0077,0.000416,0.000416,0.000416
70,2627.63,1.02558,0.45793,0.00572,0.98772,0.96914,0.99227,0.75785,0.91926,0.29113,0.00729,0.000392706,0.000392706,0.000392706
71,2656.46,1.01301,0.45394,0.00592,0.98913,0.95525,0.99281,0.74948,0.94534,0.31485,0.00743,0.000369412,0.000369412,0.000369412
72,2685.8,1.00249,0.44777,0.00555,0.99366,0.96717,0.99381,0.77386,0.87182,0.30498,0.00663,0.000346118,0.000346118,0.000346118
73,2715.45,1.04016,0.45635,0.00561,0.99062,0.97813,0.9941,0.77517,0.86955,0.27188,0.00656,0.000322824,0.000322824,0.000322824
74,2745.74,1.03255,0.44193,0.0057,0.98897,0.96826,0.99388,0.75925,0.89853,0.29552,0.00675,0.000299529,0.000299529,0.000299529
75,2775.53,0.98121,0.42105,0.00566,0.97835,0.97621,0.99284,0.77209,0.90403,0.29879,0.00718,0.000276235,0.000276235,0.000276235
76,2804.73,0.9172,0.30168,0.00562,0.98285,0.9729,0.99203,0.73102,0.96154,0.30055,0.00697,0.000252941,0.000252941,0.000252941
77,2833.3,0.92635,0.3182,0.00579,0.99841,0.97112,0.99114,0.77718,0.85505,0.27092,0.00645,0.000229647,0.000229647,0.000229647
78,2861.91,0.88667,0.30139,0.00513,0.99004,0.96759,0.99125,0.76349,0.87584,0.28183,0.00651,0.000206353,0.000206353,0.000206353
79,2889.9,0.86951,0.31253,0.00571,0.99052,0.9673,0.99243,0.77217,0.84915,0.27997,0.00605,0.000183059,0.000183059,0.000183059
80,2918.35,0.83686,0.29174,0.00517,0.98894,0.97222,0.98847,0.78029,0.84169,0.27841,0.00627,0.000159765,0.000159765,0.000159765
81,2946.87,0.86429,0.28895,0.00549,0.99369,0.97176,0.98766,0.77084,0.87778,0.28168,0.00692,0.000136471,0.000136471,0.000136471
82,2975.49,0.84184,0.28823,0.00515,0.99301,0.96759,0.99071,0.7736,0.83996,0.27405,0.00618,0.000113176,0.000113176,0.000113176
83,3004,0.86527,0.28279,0.00511,0.99087,0.96451,0.98969,0.77811,0.8365,0.2752,0.00612,8.98824e-05,8.98824e-05,8.98824e-05
84,3031.73,0.81108,0.2697,0.00501,0.99211,0.97049,0.99109,0.78263,0.83424,0.26853,0.00629,6.65882e-05,6.65882e-05,6.65882e-05
85,3059.9,0.83085,0.27751,0.00506,0.99369,0.97144,0.99045,0.78334,0.83683,0.26709,0.00634,4.32941e-05,4.32941e-05,4.32941e-05
